,Pass,Profit,Total_trades,Profit_factor,Expected_Payoff,Drawdown_$,Drawdown_%,??,volume_1,volume_2,volume_3,pips2,pips3,pips1,hiddenAction,timeFrame,risk ratio
14117,173673,16919.05,1140,2.78,14.84,7309.7,7.13,0.0,3 ,0.8 ,0.7 ,16 ,12,1 ,0,60,2.314602514467078
14118,42564,25695.37,1140,5.51,22.54,8506.5,8.19,0.0,4 ,0.7 ,0.6 ,5 ,6,1 ,0,60,3.0206747781108563
14119,289823,15932.31,1140,3.23,13.98,6801.0,6.63,0.0,3 ,0.3 ,0.9 ,12 ,18,1 ,0,60,2.342642258491398
14120,18302,10310.02,1140,4.4,9.04,4012.5,3.95,0.0,2 ,0.1 ,0.4 ,21 ,4,1 ,0,60,2.5694753894080997
14121,177294,17377.66,1140,2.38,15.24,8625.1,8.44,0.0,4 ,1 ,0.3 ,20 ,12,1 ,0,60,2.014777799677685
14122,279073,11430.87,1140,2.24,10.03,6366.9,6.27,0.0,3 ,0.8 ,0.1 ,22 ,17,1 ,0,60,1.7953588088394667
14123,21237,30910.73,1140,7.44,27.11,12358.5,11.77,0.0,7 ,0.4 ,0.3 ,4 ,5,1 ,0,60,2.501171663227738
14124,262687,40980.38,1140,5.75,35.95,13803.0,12.94,0.0,7 ,0.9 ,0.7 ,5 ,17,1 ,0,60,2.9689473302905163
14125,282055,24241.26,1140,5.78,21.26,9148.5,8.81,0.0,5 ,0.6 ,0.1 ,5 ,18,1 ,0,60,2.6497524184292507
14126,83095,27256.0,1140,4.93,23.91,9790.5,9.41,0.0,5 ,1 ,0.1 ,6 ,8,1 ,0,60,2.783923190848271
14127,348538,33549.2,1140,3.16,29.43,14445.0,13.74,0.0,8 ,0.4 ,0.6 ,11 ,21,1 ,0,60,2.322547594323295
14128,326081,12299.51,1140,5.58,10.79,3212.0,3.16,0.0,1 ,0.9 ,0.1 ,9 ,20,1 ,0,60,3.8292372353673723
14129,265154,19938.26,1140,3.64,17.49,7708.8,7.51,0.0,4 ,0.6 ,0.2 ,8 ,17,1 ,0,60,2.586428497301785
14130,272438,30899.99,1140,2.75,27.11,14284.5,13.73,0.0,8 ,0.4 ,0.5 ,15 ,17,1 ,0,60,2.1631831705694986
14131,254753,13958.8,1140,2.47,12.24,7236.4,7.11,0.0,3 ,0.6 ,0.8 ,17 ,16,1 ,0,60,1.9289702061798684
14132,254745,21649.31,1140,2.74,18.99,10241.3,9.98,0.0,5 ,0.5 ,0.8 ,17 ,16,1 ,0,60,2.113922060675891
14133,136417,26546.96,1140,2.83,23.29,12358.5,11.92,0.0,7 ,0.2 ,0.5 ,19 ,10,1 ,0,60,2.1480729862038275
14134,152538,34346.14,1140,3.01,30.13,14445.0,13.80,0.0,8 ,0.4 ,0.6 ,15 ,11,1 ,0,60,2.3777182416060922
14135,182231,11172.56,1140,9.89,9.8,2728.5,2.68,0.0,1 ,0.4 ,0.3 ,5 ,13,1 ,0,60,4.094762690122778
14136,309558,34797.4,1140,3.11,30.52,14766.0,14.00,0.0,8 ,0.6 ,0.6 ,12 ,19,1 ,0,60,2.356589462278207
14137,363349,40238.91,1140,5.03,35.3,15889.5,14.97,0.0,9 ,0.5 ,0.4 ,6 ,22,1 ,0,60,2.5324214103653357
14138,115635,24209.74,1140,3.2,21.24,9793.3,9.49,0.0,5 ,0.4 ,0.7 ,18 ,9,1 ,0,60,2.4720717225041615
14139,217890,41225.69,1140,2.59,36.16,19145.8,18.00,0.0,10 ,0.9 ,0.9 ,20 ,14,1 ,0,60,2.153249798911511
14140,365994,29233.3,1140,4.18,25.64,9706.0,9.29,0.0,4 ,1 ,1 ,8 ,22,1 ,0,60,3.0118792499484854
14141,127787,36614.7,1140,3.31,32.12,13966.2,13.33,0.0,7 ,0.9 ,0.8 ,10 ,10,1 ,0,60,2.6216651630364733
14142,167121,7088.72,1140,3.66,6.22,2409.0,2.38,0.0,1 ,0.3 ,0.2 ,10 ,12,1 ,0,60,2.942598588625986
14143,17876,29487.85,1140,3.6,25.87,12358.5,11.86,0.0,6 ,0.8 ,0.9 ,20 ,4,1 ,0,60,2.3860379495893516
14144,219677,29219.59,1140,2.59,25.63,13805.5,13.23,0.0,7 ,0.8 ,0.7 ,22 ,14,1 ,0,60,2.1165180543986093
14145,268376,29431.04,1140,3.54,25.82,11556.0,11.10,0.0,6 ,0.8 ,0.4 ,11 ,17,1 ,0,60,2.5468189685012117
14146,49726,29510.68,1140,4.06,25.89,11395.5,10.91,0.0,6 ,0.3 ,0.8 ,12 ,6,1 ,0,60,2.589678381817384
14147,17464,19052.36,1140,3.15,16.71,8372.2,8.16,0.0,4 ,0.7 ,0.5 ,20 ,4,1 ,0,60,2.2756694775566757
14148,177049,32151.78,1140,2.61,28.2,15408.0,14.64,0.0,9 ,0.5 ,0.1 ,20 ,12,1 ,0,60,2.0866939252336447
14149,379650,37032.8,1140,2.35,32.48,17976.0,17.03,0.0,10 ,0.5 ,0.7 ,22 ,22,1 ,0,60,2.0601246105919007
14150,358954,15158.72,1140,2.32,13.3,9165.6,8.95,0.0,4 ,0.6 ,1 ,21 ,21,1 ,0,60,1.6538709958977043
14151,245050,41280.96,1140,5.16,36.21,17013.0,16.00,0.0,10 ,0.5 ,0.1 ,8 ,16,1 ,0,60,2.4264362546288134
14152,88086,29002.89,1140,3.32,25.44,11235.0,10.80,0.0,6 ,0.9 ,0.1 ,11 ,8,1 ,0,60,2.5814766355140186
14153,5465,27193.55,1140,4.52,23.85,9951.0,9.57,0.0,5 ,0.7 ,0.5 ,8 ,4,1 ,0,60,2.7327454527183197
14154,40350,44390.41,1140,10.19,38.94,17494.5,16.30,0.0,10 ,0.5 ,0.4 ,3 ,6,1 ,0,60,2.537392323301609
14155,314124,14784.3,1140,2.41,12.97,7222.5,7.09,0.0,4 ,0.3 ,0.2 ,17 ,19,1 ,0,60,2.0469781931464173
14156,137718,34057.78,1140,3.07,29.88,14445.0,13.79,0.0,8 ,0.2 ,0.8 ,20 ,10,1 ,0,60,2.357755624783662
14157,6632,16733.43,1140,8.77,14.68,4975.5,4.85,0.0,2 ,0.4 ,0.7 ,9 ,4,1 ,0,60,3.363165511003919
14158,293330,36955.43,1140,2.81,32.42,17173.5,16.24,0.0,10 ,0.3 ,0.4 ,16 ,18,1 ,0,60,2.151886918799313
14159,326569,40991.73,1140,3.75,35.96,16531.5,15.58,0.0,9 ,0.7 ,0.6 ,9 ,20,1 ,0,60,2.479613465202795
14160,186568,37835.95,1140,3.56,33.19,14926.5,14.15,0.0,8 ,0.7 ,0.6 ,9 ,13,1 ,0,60,2.534817271296017
14161,9802,14852.92,1140,6.0,13.03,4815.0,4.71,0.0,2 ,0.1 ,0.9 ,12 ,4,1 ,0,60,3.084718587746625
14162,292432,9451.74,1140,2.6,8.29,4763.9,4.70,0.0,2 ,0.4 ,0.5 ,15 ,18,1 ,0,60,1.9840340897164088
14163,1768,39511.75,1140,6.12,34.66,15247.5,14.34,0.0,8 ,0.7 ,0.8 ,4 ,4,1 ,0,60,2.5913592392195444
14164,266363,18687.98,1140,4.4,16.39,6580.5,6.41,0.0,3 ,0.7 ,0.4 ,9 ,17,1 ,0,60,2.8399027429526633
14165,24560,45753.74,1140,5.08,40.13,17976.0,16.80,0.0,10 ,0.6 ,0.6 ,7 ,5,1 ,0,60,2.5452681352915
14166,45171,12935.38,1140,6.37,11.35,3210.0,3.16,0.0,1 ,0.8 ,0.2 ,8 ,6,1 ,0,60,4.029713395638629
14167,321451,18612.29,1140,146.75,16.33,3370.5,3.27,0.0,1 ,0.6 ,0.5 ,4 ,20,1 ,0,60,5.5221154131434504
14168,158754,20745.92,1140,3.37,18.2,8680.2,8.41,0.0,4 ,0.6 ,0.8 ,21 ,11,1 ,0,60,2.390027879541946
14169,234881,15165.2,1140,50.26,13.3,4682.8,4.56,0.0,1 ,0.9 ,0.9 ,17 ,15,1 ,0,60,3.2384897924318783
14170,141534,26223.3,1140,7.04,23.0,8025.0,7.70,0.0,4 ,0.4 ,0.6 ,4 ,11,1 ,0,60,3.267700934579439
14171,32546,27982.49,1140,3.61,24.55,11395.5,10.92,0.0,6 ,0.5 ,0.6 ,15 ,5,1 ,0,60,2.4555736913694
14172,109823,19950.63,1140,4.18,17.5,6741.0,6.55,0.0,3 ,0.3 ,0.9 ,12 ,9,1 ,0,60,2.959595015576324
14173,200725,34359.39,1140,10.25,30.14,9790.5,9.26,0.0,5 ,0.3 ,0.8 ,3 ,14,1 ,0,60,3.5094622337980694
14174,63453,20912.94,1140,5.99,18.34,6580.5,6.39,0.0,3 ,0.6 ,0.5 ,6 ,7,1 ,0,60,3.178016868019147
14175,266909,38283.83,1140,3.58,33.58,16210.5,15.39,0.0,9 ,0.1 ,1 ,9 ,17,1 ,0,60,2.3616686715400514
14176,299549,33409.16,1140,2.37,29.31,16210.5,15.50,0.0,9 ,0.5 ,0.6 ,22 ,18,1 ,0,60,2.0609580210357485
14177,129265,24002.94,1140,3.03,21.06,9636.0,9.32,0.0,5 ,0.7 ,0.3 ,12 ,10,1 ,0,60,2.490965130759651
14178,163850,49413.73,1140,4.98,43.35,18297.0,16.99,0.0,10 ,0.5 ,0.9 ,6 ,12,1 ,0,60,2.700646554079904
14179,208735,25410.6,1140,3.2,22.29,9994.6,9.66,0.0,5 ,0.4 ,0.8 ,11 ,14,1 ,0,60,2.5424329137734376
14180,118075,19412.14,1140,2.43,17.03,9554.5,9.26,0.0,5 ,0.8 ,0.1 ,21 ,9,1 ,0,60,2.0317274582657388
14181,187740,43180.12,1140,3.4,37.88,17976.0,16.90,0.0,10 ,0.4 ,0.8 ,10 ,13,1 ,0,60,2.402098353360036
14182,153462,14293.67,1140,4.59,12.54,5187.2,5.08,0.0,2 ,0.7 ,0.5 ,16 ,11,1 ,0,60,2.7555656230721777
14183,110635,25807.98,1140,3.51,22.64,9790.5,9.44,0.0,5 ,0.4 ,0.7 ,13 ,9,1 ,0,60,2.6360226750421325
14184,194411,7779.37,1140,4.33,6.82,2734.7,2.70,0.0,1 ,0.2 ,0.5 ,17 ,13,1 ,0,60,2.844688631294109
14185,50602,13860.74,1140,5.25,12.16,4494.0,4.40,0.0,2 ,0.1 ,0.7 ,13 ,6,1 ,0,60,3.08427681352915
14186,166734,22556.56,1140,3.67,19.79,8346.0,8.09,0.0,4 ,0.4 ,0.8 ,9 ,12,1 ,0,60,2.702679127725857
14187,335793,15483.58,1140,3.34,13.58,7888.8,7.68,0.0,3 ,1 ,0.8 ,18 ,20,1 ,0,60,1.9627294392049488
14188,207856,30427.98,1140,3.17,26.69,12089.1,11.62,0.0,6 ,0.6 ,0.9 ,10 ,14,1 ,0,60,2.516976449859791
14189,312498,32952.5,1140,2.59,28.91,15432.5,14.67,0.0,8 ,1 ,0.5 ,15 ,19,1 ,0,60,2.1352664830714403
14190,175563,15080.5,1140,2.78,13.23,6962.9,6.81,0.0,3 ,0.7 ,0.6 ,18 ,12,1 ,0,60,2.165836074049606
14191,60064,20240.52,1140,7.69,17.75,7704.0,7.46,0.0,4 ,0.7 ,0.1 ,3 ,7,1 ,0,60,2.6272741433021807
14192,292534,17494.62,1140,2.51,15.35,8159.0,7.97,0.0,4 ,0.4 ,0.6 ,15 ,18,1 ,0,60,2.144211300404461
14193,76952,18149.66,1140,5.04,15.92,5778.0,5.62,0.0,2 ,0.6 ,1 ,19 ,7,1 ,0,60,3.1411664935964003
14194,64705,24636.7,1140,4.18,21.61,9469.5,9.14,0.0,5 ,0.1 ,0.8 ,7 ,7,1 ,0,60,2.601689635144411
14195,276043,11190.87,1140,2.21,9.82,5859.6,5.76,0.0,3 ,0.5 ,0.1 ,19 ,17,1 ,0,60,1.9098351423305344
14196,358850,38732.7,1140,2.37,33.98,18297.0,17.28,0.0,10 ,0.5 ,0.9 ,21 ,21,1 ,0,60,2.1168880144285946
14197,300023,15035.57,1140,9.64,13.19,5457.0,5.32,0.0,3 ,0.3 ,0.1 ,3 ,19,1 ,0,60,2.7552812900861277
14198,321391,20281.66,1140,152.09,17.79,3852.0,3.73,0.0,1 ,1 ,0.4 ,4 ,20,1 ,0,60,5.265228452751817
14199,88026,24555.28,1140,3.97,21.54,10272.0,9.90,0.0,6 ,0.3 ,0.1 ,11 ,8,1 ,0,60,2.3905062305295948
14200,66490,46584.48,1140,3.84,40.86,18297.0,17.16,0.0,10 ,0.9 ,0.5 ,9 ,7,1 ,0,60,2.5460173798983443
14201,226967,36154.9,1140,3.47,31.71,14011.9,13.34,0.0,7 ,0.7 ,1 ,9 ,15,1 ,0,60,2.5802996024807485
14202,211961,16697.9,1140,59.12,14.65,4509.7,4.38,0.0,1 ,0.7 ,1 ,14 ,14,1 ,0,60,3.7026631483247225
14203,10745,27284.32,1140,4.82,23.93,10111.5,9.70,0.0,5 ,0.5 ,0.8 ,13 ,4,1 ,0,60,2.6983454482519904
14204,95643,17326.1,1140,3.57,15.2,6766.4,6.61,0.0,3 ,0.5 ,0.7 ,18 ,8,1 ,0,60,2.560608299834476
14205,264705,24490.54,1140,4.15,21.48,9469.5,9.13,0.0,5 ,0.1 ,0.8 ,7 ,17,1 ,0,60,2.5862548181002167
14206,76809,38131.28,1140,3.79,33.45,16050.0,15.21,0.0,9 ,0.1 ,0.9 ,19 ,7,1 ,0,60,2.3757806853582553
14207,174417,26725.84,1140,2.76,23.44,12358.5,11.92,0.0,7 ,0.2 ,0.5 ,17 ,12,1 ,0,60,2.1625472346967674
14208,306596,31928.38,1140,3.83,28.01,12198.0,11.68,0.0,6 ,1 ,0.6 ,9 ,19,1 ,0,60,2.6175094277750452
14209,162580,49919.18,1140,5.91,43.79,18297.0,16.93,0.0,10 ,0.8 ,0.6 ,5 ,12,1 ,0,60,2.728271301306225
14210,340319,43404.98,1140,12.84,38.07,15408.0,14.32,0.0,9 ,0.2 ,0.4 ,3 ,21,1 ,0,60,2.8170417964693666
14211,14537,30755.3,1140,3.79,26.98,12840.0,12.28,0.0,7 ,0.4 ,0.6 ,17 ,4,1 ,0,60,2.395272585669782
14212,38989,41456.64,1140,3.42,36.37,17494.5,16.44,0.0,9 ,0.9 ,1 ,21 ,5,1 ,0,60,2.3696956186229956
14213,255201,4474.05,1140,2.64,3.92,2291.4,2.28,0.0,1 ,0.1 ,0.3 ,18 ,16,1 ,0,60,1.9525399319193506
14214,34197,29308.48,1140,2.84,25.71,13229.4,12.71,0.0,7 ,1 ,0.2 ,17 ,5,1 ,0,60,2.2154050826190153
14215,129003,11954.3,1140,3.63,10.49,5136.0,5.04,0.0,3 ,0.1 ,0.1 ,12 ,10,1 ,0,60,2.3275506230529595
14216,187201,6308.63,1140,3.94,5.53,2247.0,2.22,0.0,1 ,0.1 ,0.3 ,10 ,13,1 ,0,60,2.8075789942145084
14217,199876,27501.52,1140,2.73,24.12,12401.1,11.92,0.0,6 ,0.8 ,0.9 ,22 ,13,1 ,0,60,2.217667787534977
14218,112691,17563.9,1140,63.33,15.41,4415.9,4.29,0.0,1 ,1 ,0.7 ,15 ,9,1 ,0,60,3.977422495980435
14219,337137,23669.6,1140,2.35,20.76,12198.0,11.76,0.0,7 ,0.4 ,0.2 ,20 ,20,1 ,0,60,1.9404492539760616
14220,44844,26669.51,1140,5.8,23.39,8667.0,8.34,0.0,4 ,0.5 ,0.9 ,7 ,6,1 ,0,60,3.077132802584516
14221,224789,44824.78,1140,4.06,39.32,17173.5,16.11,0.0,9 ,0.9 ,0.8 ,7 ,15,1 ,0,60,2.610113255888433
14222,118306,24389.78,1140,3.47,21.39,10432.5,10.06,0.0,6 ,0.1 ,0.4 ,21 ,9,1 ,0,60,2.337865324706446
14223,246351,11594.24,1140,5.32,10.17,3243.6,3.19,0.0,1 ,0.6 ,0.4 ,9 ,16,1 ,0,60,3.5744974719447526
14224,74599,39381.7,1140,2.99,34.55,17013.0,16.14,0.0,9 ,1 ,0.6 ,17 ,7,1 ,0,60,2.314800446717216
14225,23820,44713.89,1140,5.67,39.22,17815.5,16.64,0.0,10 ,0.2 ,0.9 ,6 ,5,1 ,0,60,2.509830765344784
14226,51390,43724.97,1140,3.34,38.36,18136.5,17.09,0.0,10 ,0.9 ,0.4 ,14 ,6,1 ,0,60,2.4108824745678605
14227,27404,18963.36,1140,5.02,16.63,7383.0,7.17,0.0,4 ,0.1 ,0.5 ,10 ,5,1 ,0,60,2.5685168630637953
14228,156751,14479.0,1140,58.51,12.7,3883.2,3.79,0.0,1 ,0.6 ,0.8 ,19 ,11,1 ,0,60,3.7286258755665433
14229,360008,32881.66,1140,22.58,28.84,13161.0,12.47,0.0,8 ,0.1 ,0.1 ,3 ,22,1 ,0,60,2.4984165336980477
14230,140824,31578.98,1140,10.37,27.7,8346.0,7.94,0.0,4 ,0.3 ,0.9 ,3 ,11,1 ,0,60,3.7837263359693267
14231,32777,34758.16,1140,3.56,30.49,13803.0,13.13,0.0,7 ,0.8 ,0.8 ,15 ,5,1 ,0,60,2.5181598203289144
14232,317108,29616.58,1140,3.24,25.98,13321.5,12.67,0.0,8 ,0.1 ,0.2 ,20 ,19,1 ,0,60,2.223216604736704
14233,189799,43128.16,1140,2.97,37.83,17344.8,16.29,0.0,9 ,1 ,0.8 ,12 ,13,1 ,0,60,2.4865181495318485
14234,80489,45584.96,1140,8.83,39.99,16692.0,15.53,0.0,9 ,0.9 ,0.5 ,3 ,8,1 ,0,60,2.730946561226935
14235,175841,14413.0,1140,58.43,12.64,3869.8,3.78,0.0,1 ,0.5 ,0.9 ,18 ,12,1 ,0,60,3.724481885368753
14236,124372,18808.0,1140,7.79,16.5,5136.0,5.00,0.0,2 ,0.8 ,0.4 ,7 ,10,1 ,0,60,3.661993769470405
14237,86609,38183.2,1140,4.16,33.49,15729.0,14.95,0.0,9 ,0.1 ,0.7 ,9 ,8,1 ,0,60,2.4275669146163135
14238,96183,12741.48,1140,2.73,11.18,6662.3,6.54,0.0,3 ,0.9 ,0.2 ,19 ,8,1 ,0,60,1.9124746709094456
14239,31592,18503.24,1140,5.21,16.23,5845.2,5.69,0.0,2 ,1 ,0.6 ,14 ,5,1 ,0,60,3.165544378293301
14240,191612,12201.19,1140,3.21,10.7,4656.1,4.57,0.0,2 ,0.2 ,0.7 ,14 ,13,1 ,0,60,2.620474216619059
14241,234857,30426.83,1140,2.71,26.69,13805.5,13.26,0.0,7 ,0.6 ,0.9 ,17 ,15,1 ,0,60,2.203964362029626
14242,77958,36738.28,1140,3.05,32.23,15408.0,14.62,0.0,8 ,0.6 ,1 ,20 ,7,1 ,0,60,2.3843639667705085
14243,112528,34389.91,1140,3.46,30.17,14284.5,13.64,0.0,8 ,0.3 ,0.6 ,15 ,9,1 ,0,60,2.4074983373586756
14244,158247,27759.9,1140,2.73,24.35,12519.0,12.03,0.0,7 ,0.5 ,0.3 ,21 ,11,1 ,0,60,2.2174215192906783
14245,285022,9998.23,1140,3.65,8.77,3854.4,3.80,0.0,2 ,0.3 ,0.1 ,8 ,18,1 ,0,60,2.593978310502283
14246,9127,28357.01,1140,4.27,24.87,12037.5,11.51,0.0,7 ,0.3 ,0.2 ,12 ,4,1 ,0,60,2.3557225337487018
14247,98857,32882.66,1140,3.19,28.84,13648.9,13.05,0.0,7 ,0.6 ,0.9 ,21 ,8,1 ,0,60,2.4091802269779987
14248,274493,13642.2,1140,2.33,11.97,7417.5,7.30,0.0,3 ,1 ,0.5 ,17 ,17,1 ,0,60,1.8391911021233571
14249,324922,18896.5,1140,7.29,16.58,5329.1,5.16,0.0,2 ,0.3 ,1 ,7 ,20,1 ,0,60,3.5459083147248127
14250,561,14595.97,1140,130.98,12.8,3691.5,3.61,0.0,1 ,0.7 ,0.6 ,3 ,4,1 ,0,60,3.9539401327373693
14251,327282,16473.43,1140,5.71,14.45,5136.0,5.01,0.0,2 ,0.9 ,0.3 ,10 ,20,1 ,0,60,3.2074435358255453
14252,154548,34554.94,1140,2.93,30.31,14605.5,13.95,0.0,8 ,0.5 ,0.6 ,17 ,11,1 ,0,60,2.3658854541097534
14253,328656,29003.34,1140,3.31,25.44,11720.9,11.24,0.0,6 ,0.6 ,0.7 ,11 ,20,1 ,0,60,2.4744976921567456
14254,185069,38144.18,1140,4.21,33.46,15729.0,14.94,0.0,9 ,0.7 ,0.1 ,8 ,13,1 ,0,60,2.425086146608176
14255,234452,11844.21,1140,4.03,10.39,5082.1,4.99,0.0,2 ,0.6 ,0.5 ,17 ,15,1 ,0,60,2.3305739753251604
14256,82831,18421.06,1140,111.04,16.16,3870.2,3.72,0.0,1 ,0.4 ,0.9 ,5 ,8,1 ,0,60,4.759717844039068
14257,93878,38518.94,1140,3.3,33.79,15594.1,14.83,0.0,8 ,0.8 ,0.9 ,16 ,8,1 ,0,60,2.470097023874414
14258,365070,42818.52,1140,4.66,37.56,17334.0,16.28,0.0,10 ,0.7 ,0.1 ,8 ,22,1 ,0,60,2.470204222914503
14259,45242,14088.37,1140,5.09,12.36,4494.0,4.41,0.0,2 ,0.5 ,0.3 ,8 ,6,1 ,0,60,3.134928793947486
14260,85091,15094.1,1140,77.22,13.24,3370.5,3.30,0.0,1 ,1 ,0.1 ,8 ,8,1 ,0,60,4.4782969885773625
14261,102866,37859.63,1140,6.33,33.21,12198.0,11.54,0.0,6 ,0.7 ,0.9 ,5 ,9,1 ,0,60,3.103757173307099
14262,91562,16981.97,1140,5.39,14.9,5349.9,5.22,0.0,2 ,0.7 ,0.6 ,14 ,8,1 ,0,60,3.17425933195013
14263,132000,46800.3,1140,2.92,41.05,19348.0,18.17,0.0,10 ,1 ,1 ,14 ,10,1 ,0,60,2.4188701674591693
14264,366728,35202.82,1140,3.56,30.88,14605.5,13.84,0.0,8 ,0.3 ,0.8 ,9 ,22,1 ,0,60,2.4102440861319367
14265,117815,25105.82,1140,3.43,22.02,9790.5,9.46,0.0,5 ,0.2 ,0.9 ,20 ,9,1 ,0,60,2.564304172412032
14266,89273,18175.38,1140,3.95,15.94,6580.5,6.40,0.0,3 ,0.8 ,0.3 ,12 ,8,1 ,0,60,2.762005926601322
14267,350776,28709.2,1140,3.11,25.18,12200.4,11.67,0.0,6 ,0.8 ,0.8 ,13 ,21,1 ,0,60,2.3531359627553194
14268,214832,13947.23,1140,4.13,12.23,5436.3,5.32,0.0,2 ,0.4 ,0.9 ,17 ,14,1 ,0,60,2.565574011735923
14269,192371,12650.4,1140,58.46,11.1,3590.6,3.51,0.0,1 ,0.8 ,0.4 ,15 ,13,1 ,0,60,3.5231994652704284
14270,259895,20674.79,1140,2.55,18.14,11275.9,10.92,0.0,5 ,1 ,0.9 ,22 ,16,1 ,0,60,1.833537899413794
14271,81033,14974.95,1140,6.38,13.14,5617.5,5.49,0.0,3 ,0.4 ,0.1 ,4 ,8,1 ,0,60,2.6657676902536718
14272,213753,15997.54,1140,2.76,14.03,7236.4,7.07,0.0,3 ,0.6 ,0.8 ,16 ,14,1 ,0,60,2.210704217566746
14273,2209,36175.91,1140,10.54,31.73,15087.0,14.22,0.0,9 ,0.1 ,0.3 ,5 ,4,1 ,0,60,2.3978199774640423
14274,156749,39159.56,1140,3.05,34.35,16531.5,15.62,0.0,9 ,0.5 ,0.8 ,19 ,11,1 ,0,60,2.368784441823186
14275,40170,43281.81,1140,9.97,37.97,17494.5,16.32,0.0,10 ,0.7 ,0.2 ,3 ,6,1 ,0,60,2.4740238360627624
14276,375333,11837.44,1140,2.5,10.38,6181.8,6.09,0.0,3 ,0.4 ,0.4 ,18 ,22,1 ,0,60,1.9148856320165648
14277,213516,25237.94,1140,2.84,22.14,10914.0,10.56,0.0,6 ,0.2 ,0.6 ,16 ,14,1 ,0,60,2.3124372365768737
14278,245215,20603.07,1140,3.83,18.07,8827.5,8.58,0.0,5 ,0.2 ,0.3 ,8 ,16,1 ,0,60,2.333964316057774
14279,175460,37453.22,1140,2.57,32.85,17815.5,16.97,0.0,10 ,0.6 ,0.5 ,18 ,12,1 ,0,60,2.102282843591255
14280,101306,27800.5,1140,8.36,24.39,10432.5,9.96,0.0,6 ,0.1 ,0.4 ,4 ,9,1 ,0,60,2.664797507788162
14281,84316,25718.2,1140,4.44,22.56,10593.0,10.21,0.0,6 ,0.2 ,0.4 ,7 ,8,1 ,0,60,2.4278485792504485
14282,290987,34424.38,1140,3.13,30.2,14298.3,13.61,0.0,7 ,0.9 ,1 ,13 ,18,1 ,0,60,2.4075855171593825
14283,89204,16704.93,1140,3.61,14.65,7062.0,6.91,0.0,4 ,0.1 ,0.3 ,12 ,8,1 ,0,60,2.3654672897196263
14284,364894,30212.09,1140,4.78,26.5,9469.5,9.04,0.0,4 ,1 ,0.9 ,7 ,22,1 ,0,60,3.190463065631765
14285,308663,18735.94,1140,3.42,16.44,7107.6,6.91,0.0,3 ,0.7 ,0.7 ,11 ,19,1 ,0,60,2.6360431087849623
14286,136138,29963.84,1140,2.84,26.28,13803.0,13.16,0.0,8 ,0.4 ,0.2 ,19 ,10,1 ,0,60,2.170820836050134
14287,100049,37695.14,1140,11.46,33.07,15408.0,14.49,0.0,9 ,0.5 ,0.1 ,3 ,9,1 ,0,60,2.4464654724818278
14288,93347,30062.54,1140,3.2,26.37,12679.5,12.17,0.0,7 ,0.5 ,0.4 ,16 ,8,1 ,0,60,2.37095626799164
14289,99762,16282.57,1140,4.52,14.28,5675.3,5.54,0.0,2 ,0.7 ,0.8 ,22 ,8,1 ,0,60,2.86902366394728
14290,261767,43881.63,1140,7.68,38.49,13642.5,12.70,0.0,7 ,0.7 ,0.8 ,4 ,17,1 ,0,60,3.216538757559098
14291,24400,46766.56,1140,4.52,41.02,18297.0,17.09,0.0,10 ,1 ,0.4 ,7 ,5,1 ,0,60,2.555968738044488
14292,57778,35722.96,1140,2.94,31.34,15408.0,14.62,0.0,8 ,0.8 ,0.8 ,20 ,6,1 ,0,60,2.3184683281412255
14293,149235,22569.84,1140,3.17,19.8,9148.5,8.86,0.0,5 ,0.4 ,0.3 ,12 ,11,1 ,0,60,2.4670536153467784
14294,259493,12311.15,1140,2.17,10.8,7417.5,7.28,0.0,3 ,1 ,0.5 ,22 ,16,1 ,0,60,1.6597438490057297
14295,317182,10074.21,1140,3.46,8.84,5082.1,4.99,0.0,2 ,0.9 ,0.2 ,20 ,19,1 ,0,60,1.9822927529958085
14296,225970,47398.2,1140,3.94,41.58,18778.5,17.59,0.0,10 ,0.7 ,1 ,8 ,15,1 ,0,60,2.5240674175253615
14297,100161,11680.21,1140,11.95,10.25,3049.5,3.00,0.0,1 ,0.7 ,0.2 ,3 ,9,1 ,0,60,3.8302049516314147
14298,59739,39570.92,1140,3.59,34.71,16371.0,15.43,0.0,9 ,0.4 ,0.8 ,22 ,6,1 ,0,60,2.4171351780587624
14299,89645,26541.7,1140,3.48,23.28,9951.2,9.60,0.0,5 ,0.5 ,0.7 ,12 ,8,1 ,0,60,2.6671858670311117
14300,23343,18294.21,1140,5.23,16.05,6259.5,6.09,0.0,3 ,0.5 ,0.4 ,6 ,5,1 ,0,60,2.922631200575126
14301,109498,38259.1,1140,3.21,33.56,15247.5,14.46,0.0,8 ,1 ,0.5 ,12 ,9,1 ,0,60,2.5092047876701096
14302,297749,36032.52,1140,2.61,31.61,16531.5,15.67,0.0,9 ,0.5 ,0.8 ,20 ,18,1 ,0,60,2.1796279829416565
14303,157458,33501.9,1140,2.76,29.39,14605.5,13.93,0.0,8 ,0.6 ,0.5 ,20 ,11,1 ,0,60,2.293786587244531
14304,306136,24811.96,1140,3.73,21.76,10593.0,10.23,0.0,6 ,0.4 ,0.2 ,9 ,19,1 ,0,60,2.342297743793071
14305,201112,11596.36,1140,6.63,10.17,3852.0,3.78,0.0,2 ,0.2 ,0.2 ,4 ,14,1 ,0,60,3.010477673935618
